NTD ID,Legacy NTD ID,Agency,Status,Reporter Type,UZA,UZA Name,Mode,TOS,2002.00,2003.00,2004.00,2005.00,2006.00,2007.00,2008.00,2009.00,2010.00,2011.00,2012.00,2013.00,2014.00,2015.00,2016.00,2017.00,2018.00,2019.00,2020.00,2021.00,2022.00,2023.00
2,2,Spokane Transit Authority,Active,Full Reporter: Operating,96,"Spokane, WA",VP,DO,93694.00,101831.00,111298.00,129507.00,163712.00,168307.00,231726.00,212067.00,219306.00,232825.00,250436.00,241287.00,246331.00,219578.00,193006.00,178457.00,157433.00,155262.00,90770.00,70298.00,90576.00,32023.00
3,3,Pierce County Transportation Benefit Area Authority,Active,Full Reporter: Operating,14,"Seattle, WA",DR,DO,170641.00,167737.00,163247.00,150599.00,124380.00,121065.00,125500.00,125647.00,124936.00,125057.00,105571.00,114577.00,114030.00,113364.00,106022.00,100374.00,96206.00,84997.00,33406.00,24351.00,37778.00,13883.00
3,3,Pierce County Transportation Benefit Area Authority,Active,Full Reporter: Operating,14,"Seattle, WA",DR,PT,305602.00,311048.00,313465.00,289051.00,274770.00,302552.00,326174.00,337602.00,322841.00,312168.00,285013.00,256725.00,258601.00,255047.00,241969.00,224379.00,203837.00,206145.00,116883.00,138673.00,177331.00,65089.00
3,3,Pierce County Transportation Benefit Area Authority,Active,Full Reporter: Operating,14,"Seattle, WA",MB,DO,12921475.00,13368776.00,14115207.00,12270085.00,12409428.00,13300678.00,14985550.00,14251052.00,14124784.00,12149043.00,10575749.00,10344992.00,10231241.00,9104336.00,8588447.00,8543157.00,8654242.00,8376891.00,4755960.00,4363241.00,4950296.00,2012726.00
3,3,Pierce County Transportation Benefit Area Authority,Active,Full Reporter: Operating,14,"Seattle, WA",VP,DO,594030.00,639621.00,692097.00,734389.00,813889.00,782079.00,850373.00,848393.00,824382.00,859692.00,876852.00,926442.00,906640.00,849159.00,828348.00,810383.00,783571.00,740207.00,397472.00,323089.00,382751.00,124854.00
5,5,City of Everett,Active,Full Reporter: Operating,14,"Seattle, WA",DR,DO,53873.00,81471.00,89695.00,91384.00,80265.00,103302.00,111674.00,108892.00,113581.00,119232.00,108846.00,113008.00,120739.00,121165.00,118357.00,122427.00,129011.00,125102.00,53400.00,51780.00,64329.00,23090.00
5,5,City of Everett,Active,Full Reporter: Operating,14,"Seattle, WA",MB,DO,1513054.00,1923088.00,1927339.00,1958662.00,2112866.00,2226619.00,2517228.00,2490401.00,2278575.00,2323769.00,2275208.00,2004062.00,1971113.00,1944871.00,1948785.00,1902840.00,1800312.00,1606899.00,806601.00,761882.00,1007952.00,382048.00
6,6,City of Yakima,Active,Full Reporter: Operating,248,"Yakima, WA",CB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13530.00,28396.00,23845.00,24231.00,25322.00,26746.00,11581.00,9281.00,18375.00,8768.00
6,6,City of Yakima,Active,Full Reporter: Operating,248,"Yakima, WA",DR,PT,0.00,63181.00,37678.00,80963.00,67593.00,82831.00,101149.00,90942.00,87484.00,83174.00,81410.00,74697.00,68905.00,77851.00,78946.00,75549.00,69112.00,65844.00,36910.00,35974.00,40196.00,14882.00
6,6,City of Yakima,Active,Full Reporter: Operating,248,"Yakima, WA",MB,DO,0.00,1026338.00,527251.00,1081795.00,1176616.00,1279642.00,1454719.00,1334548.00,1287908.00,1430986.00,1538794.00,1270755.00,1145712.00,1096221.00,1033510.00,1031924.00,966034.00,922814.00,536746.00,472252.00,454913.00,211270.00
6,6,City of Yakima,Active,Full Reporter: Operating,248,"Yakima, WA",VP,DO,0.00,16589.00,10222.00,53837.00,54562.00,70541.00,96769.00,91552.00,101768.00,107115.00,78542.00,73817.00,67079.00,65659.00,49286.00,43216.00,43127.00,41514.00,6554.00,3355.00,0.00,0.00
7,7,Lane Transit District,Active,Full Reporter: Operating,151,"Eugene, OR",DR,PT,114639.00,118445.00,125254.00,130402.00,137069.00,147829.00,161286.00,165090.00,181750.00,193598.00,203985.00,198376.00,218469.00,206591.00,189186.00,184418.00,185102.00,187641.00,82235.00,69754.00,80858.00,30417.00
7,7,Lane Transit District,Active,Full Reporter: Operating,151,"Eugene, OR",DR,TX,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102424.00,110938.00,125265.00,200627.00,283169.00,297633.00,307026.00,329887.00,376866.00,224985.00,225929.00,231050.00,75069.00
7,7,Lane Transit District,Active,Full Reporter: Operating,151,"Eugene, OR",MB,DO,8365005.00,8103040.00,8396793.00,8626363.00,9443294.00,10299753.00,11933051.00,11257192.00,11183247.00,11379655.00,8810087.00,8564275.00,8207934.00,7521845.00,7469388.00,7202097.00,6451902.00,5993054.00,2898610.00,2399311.00,3137938.00,1167755.00
7,7,Lane Transit District,Active,Full Reporter: Operating,151,"Eugene, OR",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13446.00,15822.00,15493.00,16254.00,16552.00,15295.00,14061.00,15686.00,21350.00,19646.00,12006.00,9410.00,11685.00,4309.00
7,7,Lane Transit District,Active,Full Reporter: Operating,151,"Eugene, OR",RB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2722638.00,2765596.00,2815990.00,2672762.00,2706970.00,2959823.00,3792780.00,3951850.00,2262812.00,1865995.00,2360436.00,898528.00
7,7,Lane Transit District,Active,Full Reporter: Operating,151,"Eugene, OR",VP,PT,0.00,0.00,0.00,0.00,14326.00,14386.00,14917.00,28722.00,33484.00,27734.00,30827.00,41835.00,47233.00,46767.00,40822.00,39766.00,40031.00,42659.00,10452.00,3939.00,8567.00,3318.00
8,8,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,24,"Portland, OR-WA",CR,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,271371.00,330753.00,400811.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,8,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,24,"Portland, OR-WA",DR,PT,887939.00,899042.00,998694.00,1027189.00,1076603.00,1100615.00,1105225.00,1080228.00,1069704.00,948612.00,934167.00,936446.00,922958.00,924696.00,905731.00,896547.00,880494.00,846322.00,340307.00,316464.00,447227.00,159100.00
8,8,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,24,"Portland, OR-WA",DR,TX,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115737.00,114389.00,108266.00,112019.00,126136.00,143757.00,109895.00,115653.00,100274.00,37050.00,28772.00,42893.00,21436.00
8,8,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,24,"Portland, OR-WA",LR,DO,25665600.00,26427700.00,30235000.00,32148200.00,33069600.00,34700400.00,35772900.00,35966000.00,44239796.00,45882927.00,40874980.00,38309800.00,38286600.00,38460200.00,40294200.00,39174630.00,38953160.00,38388070.00,19168820.00,16051580.00,20470514.00,7125070.00
8,8,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,24,"Portland, OR-WA",MB,DO,62918800.00,62514300.00,64326700.00,63676500.00,62818100.00,62609600.00,66759200.00,62758500.00,59128400.00,58723300.00,60383100.00,58807900.00,62230900.00,61471900.00,58292800.00,57412260.00,56727120.00,57374350.00,30216410.00,27908580.00,32437882.00,11807690.00
8,8,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,24,"Portland, OR-WA",SR,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3735720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8,8,Tri-County Metropolitan Transportation District of Oregon,Active,Full Reporter: Operating,24,"Portland, OR-WA",YR,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,433870.00,476760.00,503050.00,459115.00,455170.00,432888.00,394708.00,361612.00,137369.00,88021.00,114846.00,35680.00
11,11,Valley Regional Transit,Active,Full Reporter: Operating,108,"Boise City, ID",DR,DO,0.00,34583.00,35223.00,34561.00,33906.00,39299.00,44390.00,35627.00,37178.00,41788.00,46829.00,48882.00,57960.00,57598.00,58041.00,44611.00,0.00,0.00,0.00,0.00,0.00,0.00
11,11,Valley Regional Transit,Active,Full Reporter: Operating,108,"Boise City, ID",DR,PT,0.00,1311.00,0.00,3401.00,2469.00,2300.00,1967.00,1926.00,1405.00,0.00,0.00,0.00,0.00,0.00,0.00,17860.00,87610.00,109747.00,69143.00,100635.00,105722.00,37174.00
11,11,Valley Regional Transit,Active,Full Reporter: Operating,108,"Boise City, ID",MB,DO,0.00,1137936.00,699568.00,960341.00,949178.00,917394.00,1109972.00,1184883.00,1263073.00,1399539.00,1436882.00,1449687.00,1408750.00,1359519.00,1362879.00,1002984.00,0.00,0.00,0.00,0.00,0.00,0.00
11,11,Valley Regional Transit,Active,Full Reporter: Operating,108,"Boise City, ID",MB,PT,0.00,60190.00,0.00,110367.00,126606.00,124777.00,207039.00,203249.00,120573.00,0.00,0.00,0.00,0.00,0.00,0.00,319872.00,1285338.00,1256650.00,1067452.00,823614.00,948457.00,339102.00
12,12,Municipality of Anchorage,Active,Full Reporter: Operating,149,"Anchorage, AK",DR,PT,192884.00,196021.00,190875.00,183043.00,180193.00,178860.00,196404.00,194971.00,197845.00,199063.00,196448.00,184459.00,174663.00,158615.00,174245.00,172498.00,132917.00,131456.00,78142.00,89838.00,129261.00,35602.00
12,12,Municipality of Anchorage,Active,Full Reporter: Operating,149,"Anchorage, AK",MB,DO,3110480.00,3339451.00,3536059.00,3975074.00,3929870.00,3988745.00,4220704.00,4165535.00,4145578.00,4148501.00,4088549.00,3986877.00,3896678.00,3649698.00,3450261.00,3190209.00,2941924.00,3251159.00,1710144.00,1953114.00,2412726.00,788271.00
12,12,Municipality of Anchorage,Active,Full Reporter: Operating,149,"Anchorage, AK",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51398.00,285576.00,158949.00,0.00,0.00,0.00,0.00
12,12,Municipality of Anchorage,Active,Full Reporter: Operating,149,"Anchorage, AK",VP,PT,114117.00,83579.00,88075.00,88075.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,193227.00,201544.00,206330.00,208840.00,146075.00,150954.00,189684.00,72924.00
16,16,RiverCities Transit,Active,Full Reporter: Operating,431,"Longview, WA-OR",CB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,521.00,310.00
16,16,RiverCities Transit,Active,Full Reporter: Operating,431,"Longview, WA-OR",DR,PT,41444.00,41127.00,42282.00,43033.00,46044.00,44174.00,46895.00,49603.00,53535.00,62652.00,62048.00,59381.00,59022.00,56756.00,49893.00,49546.00,52622.00,55867.00,26222.00,26071.00,30214.00,10009.00
16,16,RiverCities Transit,Active,Full Reporter: Operating,431,"Longview, WA-OR",MB,DO,330607.00,325565.00,336517.00,322730.00,330403.00,341028.00,358256.00,444789.00,395778.00,388070.00,381018.00,359742.00,392674.00,428238.00,396896.00,377835.00,354317.00,334731.00,204103.00,169320.00,205740.00,77520.00
16,16,RiverCities Transit,Active,Full Reporter: Operating,431,"Longview, WA-OR",VP,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,310.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00
18,18,Ben Franklin Transit,Active,Full Reporter: Operating,171,"Kennewick-Pasco, WA",DR,DO,293573.00,319693.00,349051.00,372994.00,413267.00,427373.00,430930.00,425241.00,364358.00,344993.00,328761.00,308232.00,312136.00,317079.00,308165.00,293095.00,316092.00,299448.00,153730.00,173407.00,217968.00,81019.00
18,18,Ben Franklin Transit,Active,Full Reporter: Operating,171,"Kennewick-Pasco, WA",DR,PT,101536.00,130542.00,167341.00,180538.00,216425.00,204602.00,237978.00,192399.00,143781.00,67534.00,66025.00,69499.00,67394.00,69772.00,72042.00,73612.00,75755.00,77866.00,19573.00,54767.00,142018.00,75016.00
18,18,Ben Franklin Transit,Active,Full Reporter: Operating,171,"Kennewick-Pasco, WA",DR,TX,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66146.00,77991.00,88883.00,116318.00,122637.00,122942.00,107920.00,50149.00,0.00,0.00,0.00,0.00,0.00
18,18,Ben Franklin Transit,Active,Full Reporter: Operating,171,"Kennewick-Pasco, WA",MB,DO,2745850.00,2832367.00,2939267.00,3066207.00,3376832.00,3347886.00,3805453.00,3678714.00,3289127.00,3177236.00,3020031.00,2789196.00,2824121.00,2652058.00,2419818.00,2184099.00,2032773.00,2096572.00,1218177.00,1415305.00,1777678.00,747984.00
18,18,Ben Franklin Transit,Active,Full Reporter: Operating,171,"Kennewick-Pasco, WA",VP,DO,528293.00,507544.00,657877.00,733445.00,693562.00,859119.00,1140989.00,1232194.00,1261398.00,1295002.00,1190334.00,861586.00,828189.00,794579.00,709319.00,643216.00,646186.00,652803.00,221933.00,153560.00,243969.00,103324.00
19,19,Intercity Transit,Active,Full Reporter: Operating,195,"Olympia-Lacey, WA",CB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,219194.00,211686.00,212421.00,191157.00,170456.00,162560.00,167823.00,210487.00,54639.00,33157.00,82960.00,33431.00
19,19,Intercity Transit,Active,Full Reporter: Operating,195,"Olympia-Lacey, WA",DR,DO,113921.00,105159.00,113281.00,117621.00,120503.00,134948.00,133847.00,142209.00,152995.00,149079.00,150374.00,156573.00,160046.00,166062.00,172852.00,175596.00,190907.00,215834.00,143104.00,115286.00,130004.00,45534.00
19,19,Intercity Transit,Active,Full Reporter: Operating,195,"Olympia-Lacey, WA",MB,DO,2419096.00,2587111.00,2760580.00,2839816.00,3240316.00,3635842.00,4307998.00,4298847.00,4313015.00,4505329.00,4348177.00,4222385.00,4257903.00,4092261.00,3943343.00,3761602.00,3595607.00,3819398.00,1851237.00,2287878.00,2885836.00,1050921.00
19,19,Intercity Transit,Active,Full Reporter: Operating,195,"Olympia-Lacey, WA",VP,DO,241434.00,268890.00,298684.00,383550.00,467614.00,535270.00,689232.00,682010.00,638334.00,684442.00,744482.00,761750.00,746540.00,685112.00,602430.00,550202.00,520843.00,491090.00,284796.00,178904.00,212856.00,85172.00
20,20,Kitsap Transit,Active,Full Reporter: Operating,180,"Bremerton, WA",DR,DO,321809.00,408621.00,462336.00,443271.00,435620.00,438843.00,427550.00,352667.00,308216.00,301538.00,286851.00,283549.00,298757.00,305544.00,290509.00,283463.00,294105.00,305006.00,134977.00,151029.00,224028.00,67723.00
20,20,Kitsap Transit,Active,Full Reporter: Operating,180,"Bremerton, WA",DR,TX,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1062.00,322.00,118.00,142.00,0.00,112.00,1999.00,1307.00,3347.00,1012.00,1991.00,3199.00,641.00
20,20,Kitsap Transit,Active,Full Reporter: Operating,180,"Bremerton, WA",FB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118406.00,299471.00,476936.00,236160.00,562589.00,794789.00,308984.00
20,20,Kitsap Transit,Active,Full Reporter: Operating,180,"Bremerton, WA",FB,PT,288984.00,339120.00,383461.00,450202.00,453693.00,465806.00,523733.00,473926.00,444296.00,454649.00,437846.00,450732.00,458604.00,492857.00,487279.00,499589.00,555258.00,561860.00,279499.00,0.00,0.00,0.00
20,20,Kitsap Transit,Active,Full Reporter: Operating,180,"Bremerton, WA",MB,DO,3826229.00,4026104.00,4022324.00,4069541.00,3858728.00,3823787.00,4055688.00,3466645.00,2877935.00,2914402.00,2875831.00,2967591.00,2818352.00,2809535.00,2596174.00,2533304.00,2510211.00,2349407.00,1220764.00,946001.00,1103948.00,419508.00
20,20,Kitsap Transit,Active,Full Reporter: Operating,180,"Bremerton, WA",VP,DO,173515.00,217130.00,232285.00,289400.00,301920.00,300035.00,312804.00,286858.00,259845.00,262418.00,250975.00,226303.00,232423.00,205418.00,175920.00,179833.00,168402.00,153657.00,77466.00,63723.00,75487.00,27119.00
21,21,Whatcom Transportation Authority,Active,Full Reporter: Operating,275,"Bellingham, WA",DR,DO,153054.00,164985.00,184141.00,214395.00,160086.00,168427.00,181866.00,184030.00,173891.00,174228.00,177700.00,181228.00,190772.00,201821.00,211866.00,220815.00,214479.00,216711.00,113221.00,134308.00,168956.00,62503.00
21,21,Whatcom Transportation Authority,Active,Full Reporter: Operating,275,"Bellingham, WA",DR,PT,3259.00,2645.00,2630.00,2401.00,2196.00,2476.00,2276.00,2305.00,2275.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21,21,Whatcom Transportation Authority,Active,Full Reporter: Operating,275,"Bellingham, WA",DR,TX,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2659.00,3260.00,3565.00,2540.00,2654.00,2700.00,1626.00,1229.00,2285.00,261.00,0.00,0.00,0.00
21,21,Whatcom Transportation Authority,Active,Full Reporter: Operating,275,"Bellingham, WA",MB,DO,3019966.00,3040738.00,3392350.00,3399851.00,3582482.00,3946135.00,5032936.00,5623156.00,4886749.00,5125549.00,5860120.00,5677712.00,5919614.00,4934429.00,4701668.00,4602021.00,4542536.00,4451508.00,1917385.00,1714220.00,2913033.00,1257407.00
21,21,Whatcom Transportation Authority,Active,Full Reporter: Operating,275,"Bellingham, WA",VP,DO,0.00,59156.00,0.00,0.00,0.00,0.00,0.00,0.00,53954.00,49484.00,61002.00,59615.00,77344.00,61922.00,51944.00,46492.00,47591.00,33361.00,18765.00,15874.00,19991.00,7398.00
22,22,City of Pocatello,Inactive,Small Systems Reporter,395,"Pocatello, ID",DR,DO,36187.00,52724.00,48552.00,42890.00,41061.00,46789.00,116189.00,104330.00,107853.00,101755.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22,22,City of Pocatello,Inactive,Small Systems Reporter,395,"Pocatello, ID",MB,DO,410390.00,447723.00,442302.00,431227.00,423560.00,399506.00,414308.00,429314.00,419880.00,364809.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23,23,City of Seattle,Active,Full Reporter: Operating,14,"Seattle, WA",MG,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2106846.00,2092673.00,2162624.00,2292953.00,2243329.00,2129479.00,2021780.00,1939224.00,298349.00,666872.00,1633951.00,533649.00
23,23,City of Seattle,Active,Full Reporter: Operating,14,"Seattle, WA",MO,PT,2048787.00,2102433.00,764893.00,1504240.00,239726.00,1589065.00,1559778.00,1732301.00,1789137.00,1890867.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24,24,Clark County Public Transportation Benefit Area Authority,Active,Full Reporter: Operating,24,"Portland, OR-WA",CB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,734390.00,731059.00,742323.00,793296.00,750355.00,0.00,0.00,0.00,0.00,0.00,0.00
24,24,Clark County Public Transportation Benefit Area Authority,Active,Full Reporter: Operating,24,"Portland, OR-WA",DR,DO,180867.00,199524.00,200088.00,196478.00,211818.00,230329.00,245517.00,215346.00,218157.00,206596.00,217468.00,231021.00,235508.00,248788.00,249532.00,245919.00,257655.00,264391.00,112524.00,124066.00,185296.00,77235.00
24,24,Clark County Public Transportation Benefit Area Authority,Active,Full Reporter: Operating,24,"Portland, OR-WA",MB,DO,6215424.00,6669074.00,6804572.00,5614951.00,5436022.00,5577549.00,6513536.00,6201180.00,6150152.00,6626813.00,6614724.00,5458859.00,5330291.00,5114515.00,4828803.00,4976515.00,5918875.00,5989797.00,3696783.00,3314833.00,3883657.00,1413557.00
24,24,Clark County Public Transportation Benefit Area Authority,Active,Full Reporter: Operating,24,"Portland, OR-WA",VP,DO,35911.00,36442.00,26318.00,988.00,0.00,0.00,0.00,12433.00,17076.00,28210.00,56758.00,67031.00,68420.00,68880.00,68864.00,54894.00,44222.00,40874.00,23142.00,20666.00,22608.00,8090.00
25,25,Salem Area Mass Transit District,Active,Full Reporter: Operating,156,"Salem, OR",DR,PT,0.00,0.00,241622.00,271548.00,296558.00,409847.00,429996.00,433048.00,453599.00,429686.00,469249.00,501749.00,553658.00,565666.00,555306.00,571302.00,299160.00,195721.00,64944.00,66571.00,77114.00,29098.00
25,25,Salem Area Mass Transit District,Active,Full Reporter: Operating,156,"Salem, OR",MB,DO,0.00,0.00,5479089.00,5392202.00,5490201.00,5066719.00,5182174.00,4217005.00,4135793.00,3792323.00,3424964.00,3352311.00,3392973.00,3194285.00,2909651.00,3014159.00,2990859.00,3167851.00,1745365.00,1883348.00,2368003.00,938028.00
25,25,Salem Area Mass Transit District,Active,Full Reporter: Operating,156,"Salem, OR",MB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49328.00,59031.00,59681.00,73321.00,29250.00
25,25,Salem Area Mass Transit District,Active,Full Reporter: Operating,156,"Salem, OR",VP,PT,0.00,0.00,0.00,19452.00,28087.00,27106.00,37569.00,37670.00,41044.00,47065.00,66061.00,77649.00,82847.00,83326.00,75331.00,69455.00,72709.00,75585.00,33948.00,24903.00,82559.00,27858.00
28,28,County of Pierce,Active,Full Reporter: Operating,14,"Seattle, WA",FB,PT,0.00,197979.00,0.00,212572.00,212011.00,196094.00,192528.00,201366.00,199261.00,192570.00,183432.00,182838.00,191188.00,187853.00,405581.00,436280.00,443016.00,460515.00,409972.00,450737.00,438385.00,119296.00
29,29,Snohomish County Public Transportation Benefit Area Corporation,Active,Full Reporter: Operating,14,"Seattle, WA",CB,DO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1169446.00,1194937.00,1175876.00,1184766.00,1168082.00,1223332.00,1228991.00,361446.00,247087.00,258721.00,104801.00
29,29,Snohomish County Public Transportation Benefit Area Corporation,Active,Full Reporter: Operating,14,"Seattle, WA",CB,PT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1505167.00,1499566.00,1629565.00,1656233.00,1683375.00,1721767.00,1770703.00,1850710.00,498511.00,314172.00,467341.00,188606.00
29,29,Snohomish County Public Transportation Benefit Area Corporation,Active,Full Reporter: Operating,14,"Seattle, WA",DR,PT,0.00,0.00,0.00,0.00,0.00,212263.00,214568.00,217909.00,217648.00,204291.00,194865.00,188222.00,192633.00,190366.00,194175.00,194471.00,200010.00,190637.00,69387.00,85059.00,104736.00,35511.00
29,29,Snohomish County Public Transportation Benefit Area Corporation,Active,Full Reporter: Operating,14,"Seattle, WA",MB,DO,5371815.00,5269427.00,5772843.00,6236806.00,6678191.00,7203563.00,8252622.00,7922202.00,6996727.00,6943635.00,6473033.00,5311451.00,5871816.00,6103118.00,6321906.00,6413837.00,6584139.00,6999159.00,4445897.00,4000232.00,4673114.00,1750031.00
