"","Full_FIPS_Code","YEAR","County_Type","Log_predictions","Predictions","LOGTRANSIT_USER_COUNT","LOGPOPULATION","LOGTrue_GDP","LOGUnemployment_Rate","LOGCharging_Stations","LOGLNMILES","LOGTELEWORK","LOGcapital_transit_funding","LOGCOURIER_NONEMP_RCPTOT_REAL","LOGDRIVER_NONEMP_RCPTOT_REAL","LOGPOP_DENSITY"
"36","1113",2008,"Metropolitan",7.50020619946265,1808.41527027039,7.82803803212583,0.242549406075333,0.178713781098516,0.264038448229096,0,0.558594139362004,0.0859016315505626,0.581922763588561,0.661238413802296,0,0.255576888825441
"37","1117",2008,"Metropolitan",8.58603628669745,5356.34054469725,9.44722902508206,0.428875468825532,0.436992599658102,0.092553189294104,0,0.59655728209243,0.0556177642608615,0.583548312186895,0.731818862890251,0.554943969128216,0.37314465490204
"38","1125",2008,"Metropolitan",9.33047176083421,11276.4500183557,8.40491994893345,0.428539552389584,0.448834278297504,0.132156370239792,0,0.674205018774507,0.0163704417981087,0.623589572989607,0.681483306414432,0.598314434673009,0.317409644672267
"39","1001",2011,"Metropolitan",7.91679134175827,2742.95570315877,6.58063913728495,0.252755473541928,0.201024522295461,0.264038448229096,0,0.507882189402362,0.0140922297017237,0.618945461819513,0.644924171128765,0,0.271456113479017
"40","1001",2012,"Metropolitan",7.96798920199068,2887.04625683078,7.56060116276856,0.252044660862944,0.219351819692733,0.217970668247759,0,0.503595792085612,0.0405816509951647,0.515985294615021,0.636893258163159,0,0.270920435426976
"41","1001",2013,"Metropolitan",7.77332365143317,2376.35635769968,7.44833386089748,0.251450924866502,0.210130672588386,0.186971156738731,0,0.503583034471061,0.0634802799149135,0.47301111350369,0.631817062137211,0.532314119573497,0.270473161520069
"42","1001",2014,"Metropolitan",7.86091073937992,2593.88165016207,7.56060116276856,0.251885351979068,0.210261919887911,0.167477766179104,0,0.533948055432472,0.0316100158414191,0.322799727357667,0.641669452748257,0,0.270800422721022
"43","1001",2015,"Metropolitan",7.92567459976279,2767.43063397996,7.09090982207998,0.251809552872022,0.219263753106211,0.143963728513209,0,0.532946442347743,0.0506877067676877,0.494100731855636,0.626838227522982,0,0.270742957662163
"44","1015",2011,"Metropolitan",9.05790096521558,8586.1091839714,9.67041992002422,0.361348385350416,0.342890287379737,0.339695462819486,0,0.648847721546294,0.0599612275776051,0,0.622764400742223,0,0.351458259231975
"45","1015",2012,"Metropolitan",9.21073830499929,10003.9801220896,7.99867136101578,0.360671886251435,0.342737181101421,0.294467586343743,0.150318923908883,0.561249575459841,0.0485660721572827,0,0.638319690683754,0,0.350946121249765
"46","1015",2013,"Metropolitan",9.18988958863824,9797.5691565293,8.76201995356159,0.359789118344873,0.338696134146164,0.286881271410185,0.150318923908883,0.560084364215121,0.0424052836150044,0,0.569573938017994,0,0.350273254737714
"47","1015",2014,"Metropolitan",8.99822807635066,8088.73859470215,8.84130362048157,0.359105207682588,0.333385167257881,0.248739483580286,0.189681363237917,0.605344937810627,0.112592856949081,0,0.582894840651208,0.550251872906285,0.34975517237562
"48","1033",2011,"Metropolitan",7.81452486005438,2476.31007960938,7.13966033596492,0.250957329008313,0.272289910538676,0.33219175753153,0,0.565034123540437,0.0505415857316847,0.585115348845083,0.622115256197442,0,0.270432306065203
"49","1033",2012,"Metropolitan",7.80309474270028,2448.16671219502,7.72709448477984,0.251038836849849,0.27166405344733,0.290676168857698,0,0.51163069806795,0.0290440982890483,0.465194204292404,0.623823035437233,0,0.270493523901556
"50","1033",2013,"Metropolitan",7.90678489150381,2715.64532123385,6.40191719672719,0.250931026273214,0.284756038796795,0.264038448229096,0,0.511811497095235,0.0263937802030813,0.542813031659324,0.598784736537073,0,0.270412309869055
"51","1033",2014,"Metropolitan",7.85597789110039,2581.11793215058,7.97693875695943,0.250754673426768,0.280217994993776,0.264038448229096,0,0.556395328806733,0.0261274872925624,0.451159240261572,0.594328751194572,0,0.270279464151403
"52","1055",2013,"Metropolitan",8.86538925717426,7082.54975806313,8.69968140098951,0.343384179631563,0.290343402911254,0.241068719823777,0.150318923908883,0.562153553925505,0.0517727743712745,0,0.606547611597815,0,0.35129909095699
"53","1055",2014,"Metropolitan",8.63267013115088,5612.04315604486,8.1721644521119,0.342712934918229,0.289377785400492,0.214108416235186,0.150318923908883,0.620703662974027,0.149257485364061,0,0.646946129431418,0.507326784826978,0.350790577961896
"54","1055",2015,"Metropolitan",8.73130850887065,6193.82748920486,8.27664912542186,0.342155564964674,0.292517496630597,0.183079824236139,0.189681363237917,0.622140501654266,0.115376689101453,0,0.65498503367421,0.508923463287262,0.350378288621042
"55","1073",2012,"Metropolitan",11.4630102168729,95131.0046420701,10.9051299515098,0.608180146958755,0.634916555231593,0.237227994532447,0.300637847817766,0.690494052727591,0.0429628279905126,0.53787931948545,0.801423025783219,0.670442243886009,0.472780885625174
"56","1073",2013,"Metropolitan",11.4128351640724,90475.571409379,11.848247039834,0.608442350714392,0.63259201304629,0.20637307164246,0.300637847817766,0.690188106395773,0.0860317621523739,0.705199475917324,0.800376909194796,0.66844082010001,0.472980210688002
"57","1073",2014,"Metropolitan",11.4731872807401,96104.1021911731,10.9028318395456,0.608596096137759,0.631264597313802,0.186971156738731,0.315053924808285,0.782750682390014,0.0440867877628786,0.698120959054763,0.812604946701786,0.652626532319959,0.473096890683316
"58","1073",2015,"Metropolitan",11.4299139429591,92034.0542985049,11.3471541935139,0.608701035475515,0.631146923563557,0.167477766179104,0.328094852725738,0.782656973520434,0.0569509833347416,0.557604320157146,0.808872226001012,0.668600624778747,0.47317666498046
"59","1077",2011,"Metropolitan",8.42108515551812,4541.82937322156,7.59135704669855,0.32690140867472,0.275215150240393,0.294467586343743,0,0.631397835639904,0.0505415857316847,0,0.655940175761631,0,0.314837811284379
"60","1077",2012,"Metropolitan",8.61422658099648,5509.48582445297,8.1789193328484,0.326986573739215,0.278285479694273,0.248739483580286,0.150318923908883,0.587914656184472,0.0290440982890483,0,0.64918908978565,0,0.314901711556258
"61","1077",2013,"Metropolitan",8.61383877174744,5507.34960914156,6.85329909318608,0.327046932887225,0.278787375718523,0.221829315731566,0.150318923908883,0.587786855755679,0.0263937802030813,0,0.643723070212513,0,0.314947345098946
"62","1077",2014,"Metropolitan",8.57724189977243,5309.44134058855,8.42879904065364,0.32750884448515,0.273232607162924,0.221829315731566,0.150318923908883,0.613927902697702,0.0261274872925624,0,0.645971786780902,0,0.315296570702908
"63","1081",2011,"Metropolitan",9.4262762706539,12410.2282524686,10.075800860133,0.390352542849755,0.356270582465663,0.252569535247232,0,0.614808334342978,0.0400675177955685,0.541981831919783,0.673098056516486,0.59475258519527,0.373142854323793
"64","1081",2012,"Metropolitan",9.55480317543845,14112.3160727113,8.68963274835574,0.39470172585454,0.362508089672936,0.214108416235186,0.150318923908883,0.555680248089219,0.0873730611431499,0.514721863050879,0.668698623510672,0.587777039752983,0.376438103411249
"65","1081",2013,"Metropolitan",9.56063789356928,14194.8981464455,10.2759472590303,0.397798203697713,0.363247500938231,0.175286154673335,0.150318923908883,0.556758441160879,0.0779605436134372,0.469725891664802,0.665392819551129,0.602020825906105,0.378786502323416
"66","1081",2014,"Metropolitan",9.5695877125985,14322.5101162112,9.85550456251398,0.400328810335114,0.364778322347974,0.159654603052612,0.189681363237917,0.602661276455975,0.109644395426148,0.479318204991248,0.679320725868969,0.615440382213052,0.380705888990686
"67","1081",2015,"Metropolitan",9.60500234057526,14838.8250725054,9.77132664893379,0.402579038501284,0.369481358909651,0.147892033301648,0.220213243189327,0.602658123543144,0.132705671136095,0.474112421112412,0.657412234061026,0.612969948026975,0.382412728598421
"68","1089",2011,"Metropolitan",8.92106316779428,7488.04604862235,9.43691802002467,0.513274521704738,0.544651217627672,0.260219011025558,0,0.698234536990551,0.0957162234872045,0.575417335462275,0.718637560018754,0.623462548672251,0.436266508396222
"69","1089",2012,"Metropolitan",9.12692442572367,9199.68410213974,9.54430947837928,0.514605311894517,0.544132274041467,0.217970668247759,0.150318923908883,0.627289111995099,0.0413364704161063,0.498894411666435,0.705684966443573,0.615073277570925,0.437276952676587
"70","1089",2013,"Metropolitan",9.13428591698326,9267.65738163553,8.75605259917045,0.516226278682662,0.545689160601808,0.190858830253946,0.150318923908883,0.626295350776718,0.0583183778771316,0.6162486860287,0.714503150247523,0.621110532117876,0.438508958266047
"71","1089",2014,"Metropolitan",9.06091882133937,8612.059964317,9.92852157025577,0.517532546901535,0.54594923666131,0.179184825852172,0.150318923908883,0.694014904892057,0.105382725577273,0.573520798236275,0.706336214623018,0.622618371099593,0.439501364346568
"72","1089",2015,"Metropolitan",9.2089060036032,9985.66659841664,9.67325644372002,0.518831090555705,0.547718038619077,0.155737463509205,0.220213243189327,0.693968554505757,0.0625575416541719,0.596768050704448,0.717243625315739,0.614805511480737,0.440487922314002
"73","1097",2012,"Metropolitan",10.5370005061214,37684.3627461534,9.96880701865677,0.541640961525213,0.529186907757064,0.305821022710363,0.150318923908883,0.652962360838716,0.0781476616220867,0.635680528047322,0.753754276438756,0.606137106090656,0.411220492530396
"74","1097",2013,"Metropolitan",10.5361823360597,37653.5431383188,10.9472563928217,0.541676313571158,0.530129386269368,0.279281011036917,0.150318923908883,0.652795932483213,0.0702677210468421,0.588147022197437,0.742303451312059,0.614329912205139,0.411246269496458
"75","1097",2014,"Metropolitan",10.5005796010538,36336.5572789138,10.6696760651629,0.541756343363073,0.529590022957619,0.241068719823777,0.150318923908883,0.719049345849501,0.0826411972663214,0.562990185992377,0.7447424283189,0.597017301742725,0.411307206899635
"76","1097",2015,"Metropolitan",10.5212296778367,37094.7110018836,10.0878486946279,0.541864710809213,0.529378351301563,0.210242552953257,0.245159605527841,0.719022949859115,0.12948509168491,0.575340122376377,0.754403910267398,0.607747720507704,0.411389216071511
"77","1101",2011,"Metropolitan",10.1089997818206,24563.0800062937,9.44509623861856,0.456885049758116,0.48118415140405,0.317143367929807,0.150318923908883,0.648156001479683,0.0653033398327634,0.666627826707446,0.710319305203947,0.580117407098455,0.39583243731808
"78","1101",2012,"Metropolitan",10.0855082918865,23992.7814671387,10.7701888008702,0.456687766725174,0.481054749050253,0.264038448229096,0.150318923908883,0.558442729959957,0.0631817368457962,0.617656498234827,0.693793184384362,0.575807760019153,0.395677171732317
"79","1101",2013,"Metropolitan",10.0756686205495,23757.8580630049,10.6353986111469,0.456258444143238,0.48087139158706,0.229535823981029,0.150318923908883,0.557883240988918,0.051640768776251,0.569594250326436,0.691627917918674,0.596903533500143,0.395351370912885
"80","1101",2014,"Metropolitan",9.97959114562053,21581.487060159,10.5585693522893,0.455856202195504,0.479190655304638,0.20637307164246,0.150318923908883,0.64251206722539,0.080214880853401,0.415891107932316,0.72829001930049,0.602192524121098,0.395046123830613
"81","1101",2015,"Metropolitan",10.0725643062503,23684.2205606141,10.5134161543451,0.455684638984225,0.48112515300346,0.179184825852172,0.189681363237917,0.642410679999878,0.0726828495226767,0.593001018428326,0.722202882160397,0.606728003092257,0.394911906670582
"82","1103",2012,"Metropolitan",8.52989794348365,5063.9290014941,8.75557997214314,0.364192615585037,0.354970457488758,0.252569535247232,0.150318923908883,0.570309788820373,0.0187170472352482,0.556698753493121,0.665376902655851,0,0.358475728560719
"83","1103",2014,"Metropolitan",8.32571293842513,4128.67965380127,9.854087202241,0.363404589380223,0.361944305642727,0.198623227801154,0.150318923908883,0.61479169745941,0.0445417921198216,0,0.65804094378238,0.538495473703546,0.357878551620559
"84","1103",2015,"Metropolitan",8.33645315363781,4173.26154281781,6.880384082186,0.363179844378875,0.361897822564687,0.171383803766553,0.150318923908883,0.614791846011567,0.0286860592785559,0,0.654402140491955,0.557453702310094,0.357708239735806
"85","1113",2012,"Metropolitan",7.61595356108743,2030.32987957492,7.90285719128058,0.258540813321311,0.188571293551809,0.290676168857698,0,0.503154672220097,0.0367489842967319,0.551869313658814,0.600920168108255,0.555122164176607,0.267639457153024
"86","1113",2013,"Metropolitan",7.60988146752428,2018.03888039499,6.23048144757848,0.262596527523777,0.192959087608743,0.229535823981029,0,0.50323426319623,0.12009295197018,0.58807048433972,0.631157707890079,0,0.270694241060651
"87","1113",2014,"Metropolitan",7.58881905192398,1975.97860718134,8.26230094178745,0.262778291390286,0.193958305405083,0.194742851656349,0,0.531785204960756,0.0742881111336531,0.544694490298549,0.609342525465339,0.514828219256536,0.270831168341189
"88","1113",2015,"Metropolitan",7.59077715967187,1979.85157681019,7.72444664563354,0.261854972425623,0.1889858834529,0.175286154673335,0.0948406816189583,0.531806290536756,0.110726013870254,0.547895218512869,0.6231711393958,0.514828219256536,0.270135628259694
"89","1117",2013,"Metropolitan",8.66691344298837,5807.54633441646,9.79551251087083,0.440212029753189,0.443005356891565,0.124266023419891,0,0.569689885729994,0.12650172776972,0.622521039516214,0.752671509645255,0,0.383084320684497
"90","1125",2011,"Metropolitan",9.3515417037311,11516.5648966754,8.99603266932437,0.434990384131636,0.454364268919314,0.264038448229096,0,0.686368874808418,0.0620977625730361,0.560490870730518,0.681204814143127,0.603780541873434,0.322502723722344
"91","1125",2012,"Metropolitan",9.47786158052204,13067.2134320174,9.01966401079947,0.436485906927754,0.447641536866143,0.221829315731566,0.150318923908883,0.641051790497816,0.0418769914146493,0.53211786721293,0.680158401259802,0.58174883429062,0.323632655663484
"92","1125",2013,"Metropolitan",9.47965174357684,13090.6268253757,10.2744302266059,0.438119448326438,0.449643410034108,0.194742851656349,0.150318923908883,0.641057664215782,0.0453417746803961,0.516658777800526,0.690227752004156,0.58619914119296,0.324875122340028
"93","1125",2014,"Metropolitan",9.44651863260778,12664.0003931784,9.29578385379365,0.439540492651704,0.445743817424461,0.171383803766553,0.189681363237917,0.681243417123931,0.0739599136239534,0.513064131402161,0.707321780402191,0.598588418534431,0.325951907403356
"94","1125",2015,"Metropolitan",9.38817191800426,11946.2406511536,8.1605182474775,0.440722909487636,0.443239532838831,0.155737463509205,0.189681363237917,0.681306234471698,0.108170956949744,0.546959755756198,0.69098627633339,0.595044193794708,0.326845999501502
"95","1001",2016,"Metropolitan",7.82774192599067,2509.25688362683,8.07620452723903,0.2527970238255,0.22449107196967,0.14003168781856,0,0.533927348262723,0.0932408536241003,0.485406478782286,0.661727294555103,0.490081097107794,0.271485598670545
"96","1033",2016,"Metropolitan",7.65875018862166,2119.10728843478,8.02845516411425,0.250846825095049,0.270524963109246,0.214108416235186,0,0.556507522909245,0.0407465120349603,0,0.572151840655715,0,0.270348881326107
"97","1073",2016,"Metropolitan",11.4612619573023,94964.8362478136,11.0570456237949,0.608676708552181,0.632553348141738,0.163568034938538,0.350952225158367,0.782882933723534,0.0678371849981389,0.648018206990435,0.808155682702665,0.697674833962416,0.473157190536784
"98","1077",2016,"Metropolitan",8.44154686827701,4635.72028989571,8.48032171664033,0.326619228684742,0.268889464676975,0.190858830253946,0.150318923908883,0.613954876085935,0.0407465120349603,0,0.636322805421557,0.497831715512278,0.314623988952733
"99","1081",2016,"Metropolitan",9.52285545996621,13668.585641666,8.923591197573,0.404588286164462,0.373126489377536,0.143963728513209,0.220213243189327,0.602807406478886,0.142377889467879,0,0.635617619020756,0.61114164381208,0.383936867195758
"100","1089",2016,"Metropolitan",9.18237491449734,9724.21956127106,7.95717732345947,0.520347768593674,0.551349680372464,0.14003168781856,0.245159605527841,0.694203185162426,0.10373503915819,0.525347325607721,0.696934300685841,0.647350735994247,0.441638056380456
"101","1097",2016,"Metropolitan",10.5384596592994,37739.390140751,10.4297829007058,0.54203177549539,0.53146822187062,0.198623227801154,0.266251454354281,0.71906365359851,0.138949238615181,0.579231120544443,0.752601290600153,0.630587415693753,0.411515701253565
"102","1101",2016,"Metropolitan",10.0639034031326,23479.9795534042,9.78729075813362,0.455615829917747,0.484204152988361,0.163568034938538,0.220213243189327,0.642541839145601,0.10910343411891,0.584130057423294,0.720264682121684,0.62418567184238,0.394853167751274
"103","1113",2016,"Metropolitan",7.6953896373467,2198.19014046181,7.89319886954461,0.260239515762723,0.192808466354027,0.159654603052612,0.0948406816189583,0.531767631275134,0.0536179581309165,0.604567005452509,0.607076365286151,0.556271073090069,0.268918982474081
"104","1015",2017,"Metropolitan",8.99283711165321,8045.24981904275,8.78599820809833,0.35760378303058,0.334427077018636,0.14003168781856,0.189681363237917,0.607081747774035,0.090681111285617,0,0.641194961064154,0.570138443277209,0.348617844257299
"105","1073",2017,"Metropolitan",11.5170203263271,100410.325675707,11.6339919929497,0.608515003459231,0.633571315004657,0.112402197549928,0.434840968765758,0.783034973967752,0.0893376928163495,0.706825075033301,0.811499598165443,0.718603547816675,0.473045744351781
"106","1081",2017,"Metropolitan",9.67262370287679,15876.9508258203,8.3774712482411,0.406621320699124,0.377136526982363,0.100504231126811,0.220213243189327,0.602800783959521,0.0484114480109549,0,0.645781978555753,0.64768199925482,0.385479311228568
"107","1089",2017,"Metropolitan",9.24676230013405,10370.9333307004,10.4896339841018,0.522357406045663,0.554892939564278,0.0965306215188855,0.266251454354281,0.694138205014972,0.0908928704118829,0.568806961071895,0.717314997157349,0.660540545711548,0.443165617682893
"108","1097",2017,"Metropolitan",10.5796691321628,39327.1001776714,10.5768911040595,0.541720318160135,0.531845447096764,0.147892033301648,0.284522044856875,0.719027648414485,0.103363852810955,0.533125881966237,0.747069051303031,0.665416745395621,0.411279324309813
"109","1101",2017,"Metropolitan",10.0676395294485,23567.8678014751,10.1429374301246,0.455675802969753,0.484320755646597,0.112402197549928,0.266251454354281,0.642498755063086,0.105672301154276,0.438998938552672,0.734802247491318,0.638375473662504,0.394776900924183
"110","1103",2017,"Metropolitan",8.40304702805437,4460.63774995217,7.94058382710424,0.362771518981148,0.366940769961274,0.104474025458484,0.245159605527841,0.614786683733749,0.0608109157031063,0,0.661289645062576,0.542757792000716,0.357393935831857
"111","1125",2017,"Metropolitan",9.54240059287974,13938.367840957,9.0029471307532,0.44270628703856,0.452384637937662,0.108440011833378,0.245159605527841,0.68133223106254,0.0767117179489481,0.57871092752229,0.67087028053818,0.67227352783744,0.328412556089088
"112","1001",2018,"Metropolitan",7.8865711854507,2661.30314367858,7.11069612297883,0.253548044154619,0.220442212239935,0.0805978831940554,0.0948406816189583,0.533979665651082,0.0749302713729096,0.422855999151897,0.63255375505835,0.555259498983754,0.27205178157195
"113","1015",2018,"Metropolitan",9.05080266537757,8525.3782048895,8.55217416031148,0.357129072565495,0.336206869394181,0.120315196096997,0.220213243189327,0.607226452276696,0.0777208904422747,0,0.629972273076943,0.551325675618203,0.348262030283088
"114","1073",2018,"Metropolitan",11.5132340353447,100030.861798717,11.2486864442449,0.608478029115565,0.635832023144879,0.0845868275254667,0.460734228869844,0.783160523510733,0.117440089814762,0.731902059114552,0.810858592993231,0.736672708091033,0.472997030580413
"115","1081",2018,"Metropolitan",9.61533326523305,14992.9184493688,10.3468584070435,0.408576868371898,0.375811614835055,0.0805978831940554,0.245159605527841,0.602777441174441,0.0981516931147061,0,0.667242366133898,0.662714101262831,0.386962871635418
"116","1089",2018,"Metropolitan",9.21235091533337,10020.125658547,9.60258514191349,0.524420986639696,0.560429933698105,0.0766050866705126,0.284522044856875,0.694624179598653,0.14330325528892,0.507643340873886,0.729880056775039,0.687708980166994,0.444736388526973
"117","1097",2018,"Metropolitan",10.6073988874974,40432.8918536144,9.37169362233394,0.541672848069496,0.533507970812304,0.124266023419891,0.328094852725738,0.719220837094441,0.117211610041079,0.538783616579031,0.759783795811873,0.67901226872253,0.411245853009333
