"","Full_FIPS_Code","YEAR","County_Type","Log_predictions","Predictions","LOGTOTAL_EMISSIONS","LOGPOPULATION","LOGTrue_GDP","LOGUnemployment_Rate","LOGCharging_Stations","LOGLNMILES","LOGTELEWORK","LOGUPT_distr_commuters","LOGCOURIER_NONEMP_RCPTOT_REAL","LOGDRIVER_NONEMP_RCPTOT_REAL","LOGPOP_DENSITY"
"11","1045",2008,"Micropolitan",12.8207762483398,369821.689555667,13.4680124763807,0.453945356609581,0.45945269924408,0.173686815617269,0,0.557544813432409,0.0481396350842457,0,0.679861706903838,0,0.399259558008641
"12","1047",2008,"Micropolitan",12.5218311936155,274259.822570744,12.4329974608464,0.441685768775028,0.382078505498165,0.395556672600002,0,0.551607588240237,0.0778040732066158,0,0,0,0.339581859854985
"13","1049",2008,"Micropolitan",13.144514439191,511199.109053558,13.1602569464452,0.489138050832412,0.417357978142392,0.189116036952149,0,0.62934393255773,0.055530474018789,0,0.619355162631638,0,0.400635196313957
"14","1051",2008,"Fringe",13.0282917072826,455108.762251085,12.8367378259296,0.499530390850786,0.405855505186145,0.162076497169163,0,0.561833952521623,0.0479266285996285,0.597789698989488,0.681262597181686,0,0.429528164477505
"15","1053",2008,"Micropolitan",12.8920300913381,397134.419823911,12.818942781316,0.425803941602054,0.384587427032252,0.257834625306058,0,0.572904321010475,0.0193197001727714,0,0.59755835320418,0,0.329099853649525
"16","1059",2008,"Fringe",12.2670654159081,212578.245971501,12.5353257449873,0.406575490429986,0.341364990555604,0.254047131593885,0,0.543004089428182,0.0177202744358312,0,0,0,0.347654736437874
"17","1069",2008,"Tribal",13.4470491653575,691797.917596763,13.5003157192577,0.524630315592392,0.502767790970325,0.154317893725957,0,0.611530211224814,0.0481396350842457,0,0.715824825541148,0,0.457275789474253
"18","1071",2008,"Micropolitan",12.9408755941791,417014.217189382,13.0985922578088,0.461214962475165,0.412655279163149,0.204487144321362,0,0.610685437833892,0.055530474018789,0,0.634163987213194,0,0.347878527430288
"19","1077",2008,"Metropolitan",13.283153308939,587219.115231032,13.2355427912138,0.517126684156451,0.447729292628077,0.185264196947521,0,0.626995034006713,0.0177202744358312,0,0.66792300207279,0,0.438090666180155
"20","1079",2008,"Tribal",12.3748842595919,236779.417670202,12.4190462506055,0.415152168116827,0.341667158005106,0.215977600101658,0,0.562931916784788,0.0553224870861307,0.492297652466027,0.58767283632989,0,0.347346158609678
"21","1081",2008,"Metropolitan",13.5704609378284,782665.701299902,13.4729905533653,0.55596465601911,0.502737559712082,0.165950274566756,0,0.604145196184504,0.0563831425472482,0.506338841976649,0.626106341894481,0.602640791826491,0.4801611208566
"22","1083",2008,"Fringe",13.4548729962367,697231.656114595,13.2714720286273,0.501023976792775,0.464508619582991,0.146544511981551,0,0.568603234174369,0.073502893036472,0,0.683851677865503,0,0.4387693329295
"23","1087",2008,"Fringe",12.8390446529057,376639.830456164,12.7013310137948,0.367906254309456,0.289352891642007,0.254047131593885,0,0.511392555367846,0.0848148758159075,0,0,0,0.318311475722275
"24","1089",2008,"Metropolitan",14.5114369502437,2005566.15461727,14.4219313578284,0.646185481211827,0.647529076362048,0.123135131263081,0,0.677407466955168,0.0686850013436377,0.589179727887251,0.728310657613886,0.632729248883479,0.533499869156748
"25","1093",2008,"Rural Towns",12.6850692166181,322890.719945944,12.747053396128,0.404792112785222,0.338113855022869,0.272949546961785,0,0.591734685565267,0.0288381143727971,0,0.607024162931949,0,0.33266037693916
"26","1095",2008,"Micropolitan",13.2432395543805,564242.585634865,13.0657777879162,0.515858880729957,0.460764683087851,0.146544511981551,0,0.600038985243549,0.0530030486171696,0,0.639700360182967,0,0.451749560391549
"27","1101",2008,"Metropolitan",14.4089884808605,1810273.47114655,14.3600535670084,0.609964896497469,0.609721445181262,0.192964244858167,0,0.643573984380553,0.0915442604383194,0.611279232187526,0.724332349900338,0.572562813933232,0.503765390294206
"28","1103",2008,"Metropolitan",13.6521179218806,849257.673736906,13.6064422288257,0.542223477328913,0.514938890655408,0.165950274566756,0,0.618155240744309,0.0553224870861307,0.542899275111786,0.66476299556121,0.568710745367985,0.472221708850163
"29","1107",2008,"Fringe",11.8746474621027,143579.973002977,11.9999467588659,0.359756214778468,0.250459689773826,0.242663514221315,0,0.542780705424838,0.0187488350608027,0,0.494735044468868,0,0.279733804450228
"30","1109",2008,"Micropolitan",12.4314504035342,250559.176097352,12.4916518621546,0.40880605244461,0.373284609290623,0.150433053659212,0,0.533058677742914,0.0848148758159075,0,0.578313416162771,0,0.344806680423795
"31","1113",2008,"Metropolitan",12.7857766102384,357101.955719153,12.9752810887043,0.457118046012756,0.374918752044993,0.276719546474178,0,0.561077261837675,0.0848148758159075,0.482212225863695,0.661238413802296,0,0.390167780924841
"32","1115",2008,"Fringe",13.502357306014,731137.855680354,13.4436871474726,0.504091990589856,0.400523214516613,0.158199039222421,0,0.575127993228277,0.0808387302700986,0.606118489273924,0.699285514840995,0,0.43169908757352
"33","1117",2008,"Metropolitan",13.9738788332223,1171597.58567067,13.7702458849713,0.590667143149157,0.573302317516344,0.107453943162633,0,0.599209162394793,0.0544950045603526,0.675314844819743,0.731818862890251,0.560856130767295,0.486479422250804
"34","1121",2008,"Micropolitan",13.3160079235674,606832.40223197,13.1398385274412,0.505988258803552,0.460743450991575,0.246461582603357,0,0.594400900435186,0.0603925929694594,0,0.639700360182967,0.512284445324157,0.41963834514303
"35","1123",2008,"Micropolitan",12.6007456303088,296779.770811346,12.624686600415,0.43546981603651,0.359475870267323,0.242663514221315,0,0.590596779675811,0.0131585013916636,0,0.559561127405219,0,0.361648433826776
"36","1125",2008,"Metropolitan",14.2529396939775,1548720.54623314,14.2361379619653,0.590426375239011,0.582397892766192,0.146544511981551,0,0.677202067109532,0.0152010216349752,0.564822594006584,0.681483306414432,0.604688648729858,0.440821241495278
"37","1127",2008,"Fringe",13.0901206268532,484135.752553153,13.1299336964929,0.485573735091627,0.426192754108412,0.185264196947521,0,0.619893098464448,0.0318334066543346,0,0.676033859130637,0,0.39571350112421
"38","1129",2008,"Fringe",11.8866704975473,145316.659307753,11.8737627880771,0.346257011365016,0.337783926207794,0.291764813954912,0,0.520171714298405,0.0193197001727714,0,0.597830650193231,0,0.251243967358544
"39","1001",2011,"Metropolitan",12.948039514036,420012.400169144,13.0072366033843,0.464433238935091,0.392055598231771,0.276719546474178,0,0.510139881688462,0.0129201010116461,0.507169289538875,0.644924171128765,0,0.40317605896232
"40","1001",2014,"Metropolitan",13.0011197460183,442909.060102453,13.0287495550717,0.463809579810846,0.399150829192974,0.181408717981554,0,0.53632161849706,0.0304587137441928,0.490275232747025,0.641669452748257,0,0.402638916383089
"41","1003",2011,"Fringe",14.3821264349903,1762293.13222071,14.2956807422098,0.589583903836614,0.526191695562355,0.303012476146657,0.150318923908883,0.701998762724572,0.0415372064292769,0.684266144851225,0.732485785032837,0.613373901844415,0.423875185472628
"42","1003",2014,"Fringe",14.4428949807503,1872705.96081678,14.4849278194332,0.596316181942333,0.533318787422357,0.192964244858167,0.189681363237917,0.712928468761495,0.0938670812977674,0.66870321497122,0.722294682843494,0.62040676539842,0.42968515832573
"43","1005",2011,"Micropolitan",12.3570517061105,232594.461172331,12.4719840752081,0.392151702806446,0.331224359570517,0.391894918938505,0,0.555347048496934,0.0618504979064505,0,0,0,0.306560803695196
"44","1007",2014,"Fringe",11.915364777135,149546.816574527,11.9689460004757,0.372359216087316,0.258963043865074,0.23505675678705,0,0.516266065772761,0.0276604365394523,0,0.526921879392093,0,0.320379109238941
"45","1009",2014,"Fringe",12.8877897827588,395454.012576854,12.9564001650508,0.468626355422209,0.349543558070913,0.192964244858167,0,0.586577670928974,0.0630789799174497,0.515776885524934,0.611474415258871,0,0.399586848879378
"46","1015",2011,"Metropolitan",13.7317718161194,919671.496389849,13.6887494978003,0.542267145332177,0.501022475394588,0.351397278536544,0,0.651732048908732,0.0588436317454835,0,0.622764400742223,0,0.468713903425964
"47","1015",2014,"Metropolitan",13.63412186658,834111.083886664,13.6021600512483,0.540659349043063,0.493721607168058,0.261618607201582,0.189681363237917,0.608035881941062,0.111537833950495,0,0.582894840651208,0.556114046739688,0.467318732828358
"48","1017",2011,"Micropolitan",12.4660533343332,259381.008327038,12.5201290834378,0.414660943337166,0.333452260256464,0.406522261414941,0,0.536101269550646,0.0831662952557703,0,0.505954338515793,0.447235049938698,0.360139402325799
"49","1017",2014,"Micropolitan",12.4534798984349,256140.11512339,12.526807284309,0.414491635854955,0.332798991691349,0.215977600101658,0,0.541284130039448,0.0833522306278104,0,0,0,0.359994587171063
"50","1019",2014,"Fringe",12.0735549563782,175177.48805262,12.1062535555511,0.386565367960659,0.294992805272001,0.181408717981554,0,0.536678345321993,0.0815741525546829,0,0.451321783652056,0,0.342688580535029
"51","1021",2011,"Fringe",13.0218393501383,452181.691386048,13.1629444262275,0.440339174407415,0.339532860817904,0.306754818620681,0,0.589266672154989,0.0831662952557703,0,0.635070479400583,0,0.368947339328905
"52","1021",2014,"Fringe",13.0034248004628,443931.167153579,13.2003027122625,0.440506117031808,0.340257237566166,0.19680882750891,0.189681363237917,0.575720965039611,0.0833522306278104,0,0.626838227522982,0,0.369090369259318
"53","1025",2011,"Rural Towns",12.130633636889,185467.257661897,12.2363672532141,0.385335220460679,0.331272934021852,0.64748603159972,0,0.557185875418738,0.149282206185535,0,0.551842976758378,0,0.27192634270172
"54","1031",2011,"Tribal",12.6687472189394,317663.275583952,12.6048985152567,0.455119871105938,0.375907359299007,0.269176061550131,0,0.559947512599271,0.0641611873081011,0,0.549285558467676,0.514154497796578,0.383410965000761
"55","1031",2014,"Tribal",12.6796859114825,321157.170973084,12.7183686597421,0.455553072430454,0.381767220378977,0.212151041751035,0.150318923908883,0.563507806796178,0.0419102502246776,0,0.566038254707632,0,0.383781177470064
"56","1033",2011,"Metropolitan",12.9312387960922,413014.836940031,13.0394913140597,0.463144419886159,0.446794433933575,0.343990699040871,0,0.567545873723292,0.0494127910503498,0.547906069428716,0.622115256197442,0,0.402337354819878
"57","1033",2014,"Metropolitan",12.9401484496089,416711.097784841,12.9714906789875,0.462999166615921,0.452883983476709,0.276719546474178,0,0.558868676894303,0.0249696671120023,0.526731294318549,0.594328751194572,0,0.402212146558526
"58","1037",2011,"Micropolitan",11.6293467634039,112346.908821082,11.8066887903141,0.30299235922148,0.18941162866823,0.424733019798539,0,0.516629083100785,0.0831662952557703,0,0,0,0.258516386540414
"59","1037",2014,"Micropolitan",11.5756529801439,106473.667511245,11.5715302968542,0.298893031451991,0.1824540439791,0.295517480133766,0,0.496733681960727,0.0833522306278104,0,0,0,0.255143368024182
"60","1039",2014,"Fringe",12.5559565398948,283780.559283693,12.5366488737324,0.425344831598607,0.373283743266002,0.254047131593885,0.150318923908883,0.613099188624412,0.0419102502246776,0,0.538808498600044,0,0.321380846496361
"61","1043",2011,"Micropolitan",13.4095906914956,666363.563350922,13.6125454378329,0.503057724292781,0.441380267553883,0.321689964958225,0,0.643771884780256,0.0637336078702791,0,0.678379521504521,0.472538545978549,0.417674940226268
"62","1043",2014,"Micropolitan",13.430375281184,680358.593259178,13.5316588223971,0.503895606810238,0.44951974538535,0.189116036952149,0,0.634425789045362,0.0209132234521535,0,0.695533368903757,0,0.418390717493631
"63","1045",2011,"Micropolitan",12.830010228735,373252.431109656,13.0314570162208,0.454461499466296,0.462433563906934,0.276719546474178,0,0.570352671542529,0.0567803943485593,0,0.590015310894992,0,0.399691778679912
"64","1047",2011,"Micropolitan",12.5392594667161,279081.593178189,12.6005397554267,0.439303265110888,0.378052927389924,0.521691080391121,0,0.562475358749906,0.0583777484734494,0,0.50443494004213,0,0.337733924042786
"65","1049",2014,"Micropolitan",13.1854212098185,532544.217042837,13.222975957152,0.490251919076218,0.416901919113967,0.21980057385377,0,0.642750384011838,0.0487902973124718,0,0.667061354603674,0.462943102928083,0.401687276173613
"66","1051",2011,"Fringe",13.0654304170808,472328.698384993,13.1468849002377,0.502523168913732,0.409865068638759,0.28048606652183,0,0.571982916116478,0.0129201010116461,0.517447178333146,0.629561853859278,0,0.432509363494898
"67","1051",2014,"Fringe",13.1165232618045,497088.452362801,13.2324896321858,0.503221252491324,0.412365534981386,0.17754959317205,0,0.594915621463398,0.0304587137441928,0.500553054109658,0.653897308038182,0,0.433111848708852
"68","1053",2011,"Micropolitan",12.844304250218,378626.023003894,13.0669135316714,0.426546659351462,0.37625450648621,0.366170232883487,0,0.584622719732976,0.149282206185535,0,0.570538867700345,0,0.329943075863443
"69","1053",2014,"Micropolitan",12.8786298557924,391848.222302588,12.9496357767617,0.425276741509533,0.378186912227251,0.265399083786836,0,0.572757223085796,0.0461929302658287,0,0.5695340396003,0.45644383861812,0.328864658370284
"70","1055",2014,"Metropolitan",13.4580551741617,699453.905220066,13.5375355039953,0.528910197070541,0.459919604477257,0.227435794382007,0.150318923908883,0.623462881353981,0.148246052307831,0,0.646946129431418,0.512731651124459,0.468166938206246
"71","1057",2014,"Fringe",11.6695511920747,116955.779819109,11.5683412852088,0.341912282708667,0.252972661900779,0.257834625306058,0,0.536996515900903,0.0480276986173397,0.550101333036112,0.510229919699169,0,0.294000059193119
"72","1059",2011,"Fringe",12.2892896703645,217355.528138795,12.2024328570294,0.40760626860331,0.347883035046843,0.321689964958225,0,0.558033630076088,0.0494127910503498,0,0,0,0.348786243527433
"73","1059",2014,"Fringe",12.3121704883697,222386.133127608,12.1832332110191,0.40690177424982,0.344263320491471,0.254047131593885,0,0.550030837352714,0.0249696671120023,0,0.543873358110373,0,0.348185537215
"74","1069",2011,"Tribal",13.4711928586155,708703.73756407,13.5681014848184,0.52800036416592,0.500593714263403,0.288008693872047,0,0.618914527454129,0.0567803943485593,0,0.676792687241902,0.57875196156424,0.460274204417285
"75","1069",2014,"Tribal",13.477507042735,713192.780857726,13.5371289928669,0.529662124130728,0.507451329321476,0.215977600101658,0.150318923908883,0.608035324077745,0.0483681917870756,0,0.661735485818628,0.624756753926536,0.461712098677892
"76","1073",2014,"Metropolitan",15.4496770023526,5125184.09004586,15.5258708973134,0.719481798276141,0.722522341756497,0.200649791728387,0.315053924808285,0.786230249530675,0.0429503190839185,0.690479639925277,0.812604946701786,0.659579366774739,0.568360402076706
"77","1077",2011,"Metropolitan",13.2748001820985,582334.429082143,13.2979038941598,0.517577294829161,0.449041306074006,0.306754818620681,0,0.634204592901193,0.0494127910503498,0,0.655940175761631,0,0.438714392797966
"78","1077",2014,"Metropolitan",13.2545337564715,570651.378400912,13.2710793288986,0.518012674093092,0.447518517768707,0.23505675678705,0.150318923908883,0.616657000742611,0.0249696671120023,0,0.645971786780902,0,0.439090209010579
"79","1081",2011,"Metropolitan",13.6461708718857,844222.084185353,13.7371755492508,0.563055858355281,0.511299859583538,0.265399083786836,0,0.617541346176902,0.0389262706760851,0.527872415625479,0.673098056516486,0.601088852664684,0.486477947215153
"80","1081",2014,"Metropolitan",13.6568395930029,853277.070838519,13.8572167806396,0.570206342274683,0.517834641573669,0.173686815617269,0.189681363237917,0.605340290887622,0.108585867052671,0,0.679320725868969,0.621997049590798,0.492673593406977
"81","1083",2011,"Fringe",13.5547555973319,770469.691891919,13.5769536660656,0.509436539874401,0.468519833947165,0.288008693872047,0,0.609605753829491,0.0925212245846974,0,0.662606695320694,0,0.447319518594008
"82","1083",2014,"Fringe",13.5577771334754,772801.214529556,13.6450072083568,0.515323521485302,0.474360803507135,0.192964244858167,0,0.585553651505893,0.128571697849952,0,0.639042525132277,0,0.452410416956878
"83","1087",2011,"Fringe",12.8245463657909,371218.592350448,12.9900111309137,0.366405393345059,0.288348952233005,0.482467304441059,0,0.519434679553134,0.0618504979064505,0,0,0,0.317275079448743
"84","1087",2014,"Fringe",12.7564430263674,346779.020094294,12.8428640055566,0.358146255980153,0.286944374440209,0.306754818620681,0,0.500197555060023,0.0731875482855097,0,0,0,0.310294590590933
"85","1089",2011,"Metropolitan",14.5674200029463,2121046.1733989,14.5376334450703,0.651160115226266,0.655994737303738,0.272949546961785,0,0.701338403912734,0.0946411361510922,0.591866352907462,0.718637560018754,0.63010468115538,0.538188913010379
"86","1089",2014,"Metropolitan",14.5772051922328,2141902.88872591,14.6960008279596,0.654212052310229,0.65699174373802,0.192964244858167,0.150318923908883,0.69710001425385,0.104319130578247,0.618572876536656,0.706336214623018,0.629251510036455,0.540838910509079
"87","1091",2011,"Rural Towns",12.0979748596396,179507.965081593,12.2921654918413,0.36335122726996,0.316117478286299,0.428365440316003,0,0.534652350168803,0.0583777484734494,0,0.563037910074557,0,0.273926742057313
"88","1093",2011,"Rural Towns",12.661288002817,315302.572002083,12.6797017647376,0.403903782128439,0.333007148508874,0.380889903239678,0,0.59551543321914,0.0302293193932675,0,0.527703859602269,0,0.331802096592768
"89","1095",2011,"Micropolitan",13.3004126237644,597442.081740832,13.3409106009694,0.518997359716321,0.459858544728365,0.317961299388708,0,0.647694719819922,0.101960784944637,0,0.617509743073149,0,0.454655624308111
"90","1095",2014,"Micropolitan",13.2839559842494,587690.650736301,13.2793954013698,0.519392971503843,0.465201778473426,0.212151041751035,0.150318923908883,0.617651857393046,0.0911428484326758,0,0.610901533136116,0.553106997418278,0.45499787719425
"91","1097",2014,"Metropolitan",14.8968169048656,2948528.83777696,14.9828901687739,0.671574444339043,0.64442625671533,0.254047131593885,0.150318923908883,0.722245740988617,0.0815505652577573,0.646970286138679,0.7447424283189,0.603377696639483,0.517742226187056
"92","1099",2014,"Rural Towns",11.9495940630234,154754.313325854,11.8496836435633,0.369460569036894,0.316016832006849,0.377214960008958,0,0.542560240739121,0.0461929302658287,0,0.564198857114948,0,0.274838708560591
"93","1101",2011,"Metropolitan",14.408006589577,1808496.85177083,14.4942629433001,0.610742993996338,0.60724578081684,0.329137091444381,0.150318923908883,0.651037253934021,0.0641920951454736,0.639166380647179,0.710319305203947,0.586297756955752,0.505065278182706
"94","1101",2014,"Metropolitan",14.4002537529127,1794530.08207104,14.4924637477999,0.610005568104062,0.605714579512141,0.21980057385377,0.150318923908883,0.645368230658897,0.0791213642392333,0.62838404971696,0.72829001930049,0.608608053865555,0.504421129321994
"95","1103",2011,"Metropolitan",13.6410358745278,839898.117294123,13.6419366404065,0.544238953554712,0.509256838783036,0.317961299388708,0.150318923908883,0.624474761191925,0.0153611654363224,0.552521037236474,0.676735115712487,0,0.474408305450219
"96","1103",2014,"Metropolitan",13.6514805805122,848716.579138254,13.7260664852411,0.543740928374955,0.515657837677291,0.212151041751035,0.150318923908883,0.617524635337279,0.0434058643876691,0,0.65804094378238,0.544232399338487,0.473973413905514
"97","1105",2011,"Fringe",11.262061655145,77812.8337777311,11.5561559838656,0.293274749591438,0.209157084696246,0.567565592288222,0,0.510264972753622,0.0583777484734494,0,0,0,0.242102403177368
"98","1105",2014,"Fringe",11.2238757062144,74897.4936414467,11.0145545299035,0.28668335022955,0.202115622287062,0.413816319088468,0,0.501335697898573,0.0276604365394523,0,0,0,0.236746170894462
"99","1107",2011,"Fringe",11.8373838364619,138328.121850039,12.0661241892374,0.3566329313112,0.246042935796392,0.410170919844788,0,0.550747150276929,0.0487694011172827,0,0.572257626505195,0,0.277133097565401
"100","1107",2014,"Fringe",11.9196309414771,150186.17069606,11.8807780137789,0.361397151262763,0.277541592989449,0.269176061550131,0,0.541742606364975,0.0366348019296721,0,0.556661909417678,0,0.281100880254928
"101","1109",2011,"Micropolitan",12.462666294074,258503.960545914,12.6289436306296,0.411569913005232,0.374362770017071,0.299266698754781,0,0.544769128863461,0.0618504979064505,0,0.617151939579918,0,0.347025160258784
"102","1113",2011,"Metropolitan",12.8668877231442,387273.996637457,13.0807642461999,0.46373276149317,0.382210132513257,0.347695669047445,0,0.572269707753257,0.0618504979064505,0,0.599872582088974,0.578154704018908,0.395880537314291
"103","1113",2014,"Metropolitan",12.8710049924499,388871.795002661,12.9232202118297,0.471617087800107,0.386628047846784,0.208320892073418,0,0.534149153490857,0.0731875482855097,0,0.609342525465339,0.52031300297873,0.402664103228435
"104","1115",2011,"Fringe",13.5304563503895,751973.490555359,13.6996362944926,0.507517712751718,0.404278178977179,0.291764813954912,0,0.585632785484329,0.0807676562923601,0.658592259036255,0.680886484646177,0,0.434917542058204
"105","1115",2014,"Fringe",13.5965546374458,803357.12893888,13.6865830093108,0.509962721478208,0.41659586530456,0.17754959317205,0,0.594157329979975,0.0630789799174497,0.532714175425115,0.681462624638059,0,0.437029371742046
"106","1117",2011,"Metropolitan",14.0252582362387,1233366.8154484,14.0928941872713,0.595678810405303,0.572189292601383,0.19680882750891,0,0.618635289525395,0.0518875518894832,0,0.733236040561826,0.572252215489624,0.49192514985825
"107","1117",2014,"Metropolitan",14.0848213137851,1309061.87644337,14.2229250793976,0.599915658612974,0.580876417955982,0.130953187642461,0.0948406816189583,0.646490820433935,0.129871566273245,0,0.750776766841078,0.563199060319949,0.495591828420067
"108","1121",2011,"Micropolitan",13.3583132243722,633055.404639234,13.5274822929281,0.504898916700759,0.452789666721554,0.395556672600002,0,0.636595521477822,0.0357562692802766,0,0.641428336452302,0.569639292023928,0.419029906034186
"109","1121",2014,"Micropolitan",13.3068818847952,601319.619396683,13.4605492791481,0.504457152580528,0.46119446666217,0.254047131593885,0.150318923908883,0.603971136880428,0.0815741525546829,0,0.631962833857858,0.546470748928686,0.418648622426987
"110","1123",2011,"Micropolitan",12.5844682057231,291988.064589952,12.6535288481748,0.434811397533825,0.371680913722442,0.388229876768562,0,0.595790910613355,0.0831662952557703,0,0.562531464756488,0,0.361258284701088
"111","1123",2014,"Micropolitan",12.5706215233948,287972.861390428,12.630281970362,0.433516985440671,0.37446268339345,0.246461582603357,0,0.579375256576273,0.0833522306278104,0,0.575141236382116,0,0.360150992541602
"112","1125",2011,"Metropolitan",14.2775181225995,1587257.3102028,14.3605174050742,0.595050005139273,0.586645470104109,0.276719546474178,0,0.68941999521864,0.0609827068304046,0.579943203457504,0.681204814143127,0.610212989754062,0.44499349737021
"113","1125",2014,"Metropolitan",14.2755777531103,1584180.43065348,14.3740710652869,0.598311292775358,0.580024114496788,0.185264196947521,0.189681363237917,0.684271753300883,0.0728589605874691,0,0.707321780402191,0.604965551510966,0.447819072378045
"114","1127",2011,"Fringe",13.0741627927876,476471.311137565,13.1837766654594,0.483661568389566,0.424610549592798,0.384561540178248,0,0.630776938909169,0.0255613173768417,0,0.676619785209584,0,0.394425562451112
"115","1129",2014,"Fringe",11.8620225837677,141778.687741241,11.9321649012769,0.342499047677611,0.342517133788257,0.321689964958225,0,0.52267795883251,0.0461929302658287,0,0.584824535971505,0,0.24820175403802
"116","1131",2014,"Remote",11.3988609646295,89220.0406796266,11.3697379168016,0.298041911101081,0.260077211824852,0.585073230387481,0,0.501542063738469,0.0461929302658287,0,0.544558552295328,0,0.228418318294544
"117","1001",2017,"Metropolitan",13.0213110571073,451942.870039132,13.1008547712414,0.464736231354462,0.405934047808063,0.111379892654383,0.0948406816189583,0.536298522649391,0.0607088508300666,0,0.606603886452067,0.546994742035058,0.403435023135127
"118","1003",2017,"Fringe",14.4806643945689,1944789.67816648,14.5879243069257,0.602980091552045,0.543893888917009,0.119220479469446,0.315053924808285,0.712221640575015,0.15488785845475,0.666862022024074,0.73939962506155,0.652769384381278,0.435439920059858
"119","1005",2017,"Micropolitan",12.3011256590591,219943.430693581,12.2291509773336,0.383592809447608,0.327939164497759,0.189116036952149,0.150318923908883,0.535198299640022,0.0921660029548488,0,0.548612667738296,0,0.299342457359015
"120","1007",2017,"Fringe",11.9322557586759,152094.262961372,12.0370165754126,0.372345539739396,0.257896803528254,0.130953187642461,0,0.517625726463911,0.050929734458806,0,0.573401076589412,0.421092562494791,0.320384590467084
"121","1009",2017,"Fringe",12.9170146492361,407181.637737205,13.0115916001321,0.469091758250207,0.352170859212746,0.115302069008125,0,0.586540936540438,0.0644295287923358,0.492483072431498,0.64793324803201,0.488565610691665,0.399985502832598
"122","1015",2017,"Metropolitan",13.6544267497693,851220.728844845,13.6480448303878,0.539583203796743,0.494521896461585,0.154317893725957,0.189681363237917,0.609780412558076,0.0896000377917251,0,0.641194961064154,0.576212481055479,0.466387032401812
"123","1017",2017,"Micropolitan",12.5238206798749,274806.001847192,12.6401824025703,0.413671396145726,0.33670449209585,0.119220479469446,0,0.541340276177805,0.0363681941915817,0,0.539299214561747,0.505926540860677,0.359293063148477
"124","1019",2017,"Fringe",12.05541051807,172027.653333952,12.1068644178995,0.386207428831547,0.293753538151815,0.119220479469446,0,0.536508152054132,0.101911021503968,0,0,0.445253857292104,0.342377411488221
"125","1021",2017,"Fringe",13.0439175858831,462276.088570097,13.2795513492439,0.441348439859062,0.347851420998042,0.119220479469446,0.189681363237917,0.575711486333842,0.0363681941915817,0,0.608582152461229,0,0.369812347930829
"126","1023",2017,"Remote",11.5981865401329,108900.134079052,11.5654525552685,0.315126721147613,0.293383043693216,0.208320892073418,0,0.498919177494687,0.0230250231871667,0,0.529742576772447,0,0.23993592235868
"127","1025",2017,"Rural Towns",12.153867211891,189826.77255797,12.173109259846,0.379021894233985,0.328958874952854,0.291764813954912,0.150318923908883,0.55069800296664,0.0230250231871667,0,0.5870365563834,0,0.266695868036141
